10 0.07739 0.150814 0.0639556 0.118317
20 0.63957 1.01932 0.21334 0.247242
30 2.73763 2.01004 0.260117 0.049817
40 6.82118 2.04248 0.164577 0.0277559
50 11.4561 2.1062 0.265059 0.0633083
60 14.6079 2.66901 0.580111 0.151667
70 14.0416 3.90207 1.01647 0.311299
80 13.213 5.31985 0.85037 0.397443
90 8.92231 9.46453 0.316432 0.37563
