10 0.000782 0.001644 0.00201792 0.00396302
20 0.318966 0.579102 0.063168 0.107698
30 2.49746 1.97283 0.188396 0.0466233
40 6.73292 2.04551 0.152464 0.0291198
50 11.4226 2.11247 0.293047 0.0703466
60 14.4744 2.70249 0.617159 0.165852
70 13.9479 3.93349 0.937524 0.310861
80 13.21 5.3135 0.74478 0.322322
90 8.9948 9.38218 0.256823 0.307501
